event_ts_min,ts_min_bignt,room,timestamp,co2,light,temp,humidity,pir
2013-08-23 23:49:00,1377301740,726,1377301765.0,460.3333333333333,3.5,24.478333333333335,48.19499999999999,0.0
2013-08-23 23:49:00,1377301740,748,1377301765.3333333,554.0,5.0,23.19,50.64000000000001,0.0
2013-08-23 23:50:00,1377301800,666,1377301833.0,464.5,129.83333333333334,23.618333333333336,50.635,0.0
2013-08-23 23:50:00,1377301800,717,1377301831.0,433.3333333333333,113.0,23.435000000000002,51.11000000000001,0.0
2013-08-23 23:50:00,1377301800,726,1377301825.0,469.1666666666667,3.3333333333333335,24.48,48.19,0.0
2013-08-23 23:51:00,1377301860,666,1377301893.0,457.6666666666667,129.33333333333334,23.605,50.65,0.0
2013-08-23 23:51:00,1377301860,717,1377301891.0,436.8333333333333,112.66666666666667,23.44,51.09,0.0
2013-08-23 23:51:00,1377301860,726,1377301885.0,461.0,3.5,24.474999999999998,48.19,0.0
2013-08-23 23:51:00,1377301860,748,1377301872.0,549.5,4.0,23.195,50.64,0.0
2013-08-23 23:52:00,1377301920,419,1377301963.0,642.0,142.0,23.68,52.62,27.0
2013-08-23 23:52:00,1377301920,666,1377301953.0,468.1666666666667,129.16666666666666,23.588333333333335,50.70333333333334,0.0
2013-08-23 23:52:00,1377301920,717,1377301951.0,434.1666666666667,112.33333333333333,23.445000000000004,51.09,0.0
2013-08-23 23:52:00,1377301920,726,1377301945.0,455.6666666666667,2.6666666666666665,24.47666666666667,48.185,0.0
2013-08-23 23:52:00,1377301920,748,1377301942.0,537.25,4.75,23.18,50.64,0.0
2013-08-23 23:53:00,1377301980,419,1377302033.0,629.0,142.0,579.27,52.62,30.0
2013-08-23 23:53:00,1377301980,666,1377302013.0,464.8333333333333,127.33333333333333,23.584999999999997,50.75,0.0
2013-08-23 23:53:00,1377301980,717,1377302011.0,432.1666666666667,111.16666666666667,23.441666666666666,51.095,0.0
2013-08-23 23:53:00,1377301980,726,1377302005.0,456.0,3.6666666666666665,24.47666666666667,48.185,0.0
2013-08-23 23:53:00,1377301980,748,1377302018.6666667,536.0,4.666666666666667,23.179999999999996,50.660000000000004,0.0
2013-08-23 23:54:00,1377302040,666,1377302073.0,463.6666666666667,127.5,23.569999999999997,50.78,0.0
2013-08-23 23:54:00,1377302040,717,1377302071.0,442.0,111.33333333333333,23.45,51.09,0.0
2013-08-23 23:54:00,1377302040,726,1377302065.0,451.5,3.0,24.473333333333333,48.185,0.0
2013-08-23 23:54:00,1377302040,748,1377302057.0,543.0,4.0,23.18,50.655,0.0
2013-08-23 23:55:00,1377302100,666,1377302133.0,465.3333333333333,127.66666666666667,23.56,50.815,0.0
2013-08-23 23:55:00,1377302100,717,1377302131.0,436.3333333333333,111.0,23.445000000000004,51.09,0.0
2013-08-23 23:55:00,1377302100,726,1377302125.0,447.3333333333333,3.8333333333333335,24.473333333333333,48.18,0.0
2013-08-23 23:56:00,1377302160,666,1377302193.0,470.0,127.0,23.551666666666666,50.843333333333334,0.0
2013-08-23 23:56:00,1377302160,717,1377302190.0,434.2,110.4,23.446,51.09,0.0
2013-08-23 23:56:00,1377302160,726,1377302185.0,453.3333333333333,3.8333333333333335,24.471666666666664,48.19,0.0
